Name,canonical_smiles,selfies,BACE1,BACE2,BE Ratio
GA659,C[C@@]1(N)CCC2([CH]CC=CNCn3ncncn(C4=CC(=O)OC4)oc3=O)ON=[N+]=C21,[C][=N+1][=N][O][C][Branch2][Branch1][N][C@H1][C][C][=C][N][Ring1][Branch2][C][N][N][=C][N][=C][N][Branch1][N][C][=C][C][=Branch1][C][=O][O][C][Ring1][=Branch1][Ring1][O][O][C][Ring1][=C][=O][Branch1][O][C][Branch1][C][Cl][C][Ring1][#C][=O][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][N][C@][Ring2][Ring1][=C][Ring1][#Branch2][C][C][C@@][Ring2][Ring1][P][Branch1][Branch1][C][Ring2][Ring2][Branch1][N][Ring2][Ring2][Branch2][Ring2][Ring2][#Branch1][C][Ring1][O],-12.821,-14.246,0.8999719219430015
GA1450,COC1=CCOCOC=NC=CN=CC=C(CCCN=c2nccc(OCC=O)[nH]c2=O)CN1,[C][O][C][O][C][=N][C][=C][N][=C][C][=C][Branch2][Branch1][Ring1][C][C][C][N][=C][N][=C][C][=C][Branch1][=C][O][C][Ring1][=Branch1][C][Ring1][=Branch2][=O][C][=Branch1][C][=O][O][N][C][Ring1][O][=O][Branch1][=Branch1][C][Ring1][#C][=O][Cl][N][C][=Branch1][C][=O][C][Ring2][Ring1][=Branch1][N][N][=N][N][=C][Branch1][C][N][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][Ring2][Ring2][Ring1][N],-12.339,-13.712,0.8998687281213537
GA181,COC(Cl)=CCn1cnn(C=CNCCC[C]SCn2cnnn2)c1=O,[C][=N][N][=N][N][Ring1][Branch1][C][S][C@@][Ring1][Branch1][C][C][C][N][C][=C][N][N][=C][N][=Branch1][N][C][C][=C][Branch1][Ring1][O][C][Cl][O][C][=C][C][Ring1][O][=O][C][Ring1][P][Branch1][C][Cl][C][=Branch1][C][=O][N][C][O][C][Branch2][Ring1][C][N][N][C][=Branch1][C][=O][N][C@@][Ring1][=Branch1][Ring2][Ring1][Branch2][Ring2][Ring1][Ring2],-11.589,-12.884,0.8994877367277243
GA1409,NC1C=C(NCC=CC2[C](CC3=CC(=O)C=C3)CC2F)CC=N1,[C][C][=N][C][Branch1][C][N][C][=C][Branch2][Ring1][N][NH1][C][/C][=C][C][C@@][Branch1][N][=C][C][=C][C][=Branch1][C][=O][C][=C][Ring1][=Branch1][C][C][Ring1][O][F][C][C][Cl][Ring1][#C][N][Ring2][Ring1][Branch1][C][C][Ring1][=C][Cl][C][=N][N][Branch2][Ring1][=Branch2][C][C][=C][N][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][=N][Ring1][#Branch2][C@@][Ring1][=C][Ring2][Ring2][Branch1][C],-11.299,-12.565,0.8992439315559093
GA1403,O=NC1NCC=NN1CC1=NC=CNCC(CC=NCn2cnnn2)C1=O,[C][=N][N][=N][N][Ring1][Branch1][C][N][=C][C][C][Branch2][Ring1][C][C][N][C][=C][N][=C][C][N][N][=C][C][Branch1][Branch2][N][C][Ring1][=Branch1][N][=O][=C][C][Ring1][O][=O][C][Branch1][C][Cl][=C][Ring1][=N][C][Branch1][C][C][Ring2][Ring1][P][C][=Branch1][C][=O][N][C][N][C][N][Branch2][Ring1][Branch2][C][=Branch1][C][=O][C][=C][N][Branch1][C][C][C][=Branch1][C][=O][NH1][C][Ring1][Branch2][=O][N][Ring2][Ring2][Ring2][Ring2][Ring1][#Branch1],-11.129,-12.378,0.899095168847956
GA2378,C=NNc1ncnn1C=CC([O-])CNc1cncc(CO[N+]=O)c1Cl,[C][=N][N][C][=N][C][=N][N][Ring1][Branch1][C][=C][C][Branch2][Ring1][C][C][N][C][=C][N][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][C][O][N+1][=Branch1][C][=O][O-1][Ring1][O][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][C][Branch1][C][Cl][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][N][Ring1][#Branch2][C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][N][C][Ring2][Ring2][=N][=C][Ring2][Ring2][P],-11.396,-12.676,0.8990217734301041
GA1096,CSC(C)=CCc1cnoc1C[CH]CN=C1C(=CCl)O[C](C(F)(F)F)NN1O,[C][=N][O][C][=Branch1][N][=C][Ring1][=N][C][C][=C][Branch1][C][C][S][C][C][C@@H1][C][N][=C][N][=Branch1][C][=O][N][C@][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O][C][Ring1][O][=C][Ring1][=N][Cl][Branch1][C][Cl][C][Ring1][P][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][N][C][Branch2][Ring1][O][N][C][=C][Branch1][N][N][C][=Branch1][C][=O][C][=C][N][Ring1][#Branch1][N][=O][N][C][Ring2][Ring1][Ring2][=O],-12.158,-13.524,0.89899438036084
GA4736,CONON(C)C1=C(Cl)C=CCC=C1NN=C1CC(OC)N(C(=O)O)C(=O)C=N1,[C][O][=N][O][N][Branch1][C][C][C][=C][Branch1][C][Cl][C][=C][C][C][=C][Ring1][Branch2][N][N][=C][N][=C][C][Branch1][P][N][Branch1][=Branch1][C][Branch1][C][O][=O][=C][Branch1][Ring1][O][C][C][Ring1][N][=O][C][C][Branch1][C][C][C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][O][C][N][Branch2][Ring1][#Branch2][N][=Ring2][Ring1][Branch2][=C][Branch1][=Branch1][N][C][C][Ring1][Ring1][N][=Ring2][Ring1][P][N][Ring1][#Branch2][C],-11.535,-12.841,0.8982945253484932
GA99,COC(CCl)=C(Cl)OC1=CC=C2NN=CN2C(=O)C(CCn2ncn3nnnc23)N1,[C][=N][N][=N][N][Ring1][Branch1][C][=N][N][Branch2][Ring1][P][C][C][C][N][C][=Branch1][=C][=C][C][=C][N][N][=C][N][Ring1][Branch1][C][Ring1][O][=O][O][C][Branch1][C][Cl][=C][Branch1][Ring1][C][Cl][O][C][Ring1][=Branch2][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][C@@][C][N][C][Ring1][Ring1][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][N][Ring2][Ring1][Branch2],-11.781,-13.121,0.8978736376800549
GA1520,CO[C@H](Cl)N1C=NN(C=CNCC(F)=CNn2nnnn2)C(F)=C(Cl)CO1,[=N][=N][=N][=N][=N][Ring1][Branch1][NH1][C][=C][Branch1][C][F][C][N][C][=C][N][N][=C][N][=Branch1][N][C@H1][Branch1][Ring1][O][C][Cl][Ring1][O][=C][C][Ring1][O][=C][C][Branch1][C][Cl][=C][Ring1][=N][F][C][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@H1][C][N][Branch1][Branch2][N][C][=C][C][=C][Ring1][Branch1][C][C][Ring1][#Branch2][Ring2][Ring1][=Branch1],-11.43,-12.731,0.8978084989395962
GA4817,COC(=O)C1=NC=C(N)C(C=CCC[C](C)CC2(C=O)CC=NN2C)=CN1,[C][C][=N][N][Branch1][C][C][C][Branch2][Ring1][=C][C][C@][Branch1][C][C][C][C][C][=C][C][=C][N][C][Branch1][Branch2][C][=Branch1][C][=O][O][C][Ring1][Branch1][=N][C][=C][Ring1][O][N][Ring1][P][C][=O][O][C][Branch1][C][C][=O][=C][Ring2][Ring1][C][C][N][C][C][N][Branch2][Ring1][Branch2][C][C][=N][C][C][N][Branch1][C][C][C][=Branch1][C][=O][C][=Ring1][Branch2][C][Ring1][N][=O][N][Branch1][C][C][C][Ring2][Ring2][Branch2],-11.682,-13.013,0.8977176669484362
GA4746,OC1=C(Cl)C(O)[N-]C=C(Cl)C(=CC=NCCCC2=CC=COC=CCON=CC2)N=C1,[C][C][=N][O][C][C][=C][O][C][=C][C][=C][Branch2][Branch1][Ring1][C][C][C][N][=C][C][=C][N][=C][C][Branch1][C][O][=C][Branch2][Ring1][Branch1][C][Branch1][C][O][N-1][C][=C][Ring1][O][Cl][C][=Branch1][C][=O][N][Ring1][#Branch1][C][Branch1][C][Cl][=O][C][=N][C][=C][C][=C][Ring1][=Branch1][N][=N][Ring2][Ring1][N][N][C][C][N][Branch1][Branch2][C][=C][C][=C][N][Ring1][Branch1][N][Branch1][Branch1][C][C][Ring1][#Branch2][C][Ring2][Ring2][Ring2][=O],-11.42,-12.722,0.8976576010061311
GA2050,COC=NC=NC=CC1=CN=C(C)C1=CN=CN=C(Cl)c1cccc(Cl)c1OC(N)=O,[C][O][C][=N][C][=N][C][=C][C][=C][N][=C][Branch1][C][C][C][Ring1][=Branch1][=C][N][=C][N][=C][Branch2][Ring1][Branch1][C][=C][C][Ring1][=Branch2][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][O][C][=Branch1][C][=O][N][Ring1][=N][Cl][Branch1][=Branch1][C][=Branch1][C][=O][F][N][C][Ring2][Ring1][#Branch2][=O][C@H1][Branch1][N][N][C][=C][C][=C][Branch1][C][C][O][Ring1][#Branch1][N][C][Ring2][Ring1][N][=S],-12.712,-14.163,0.8975499541057685
GA3409,C=NCOC(N)=NC=C(C=C1OC=C1Cl)CNCN1C=CC=C2NC=CC=C21,[C][=N][Branch1][C][O][C][Branch1][C][N][=N][C][=C][Branch2][Ring1][C][C][N][C][Branch1][=C][N][C][=C][C][=C][N][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][O][Ring1][Branch1][Ring1][=N][Branch1][=Branch1][C][=Branch1][C][=O][O][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][Ring1][#Branch1][C][Ring2][Ring2][N][=O][=C][Ring2][Ring1][P],-12.056,-13.434,0.897424445436951
GA4573,CC1(O)C=NN(CCCc2c(C/N=C/C3=CC=CCO3)ccccc2=O)C1,[C][C][Branch1][C][C][Branch1][C][O][C][=N][N][Ring1][Branch2][C][C][C][C][=C][Branch1][N][C][/N][=C][/C][=C][C][=C][C][O][Ring1][=Branch1][C][=C][C][Ring1][O][=C][C][Ring1][S][=O][Branch1][C][O][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=C][Branch2][Ring1][O][C][C][=C][C][=Branch1][C][=O][NH1][C][=Ring1][=Branch1][C][C][C][Ring1][Ring1][C][=C][C][N][Branch1][C][C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch1][C][O][C][Ring2][Ring2][S],-11.603,-12.935,0.8970235794356397
GA3785,NCOC(=O)NC(=O)CNCCC=C1C2=C3OCC(=CN=CC=CC=C2)N13,[=N][C][O][C][=Branch1][C][=O][N][C][Branch2][Ring1][Ring2][C][N][C][C][C][=C][N][C][=C][N][=C][C][=C][C][=Branch1][N][=C][C][Ring1][O][=C][Ring1][O][O][C][Ring1][N][=O][C][Ring1][P][=O][Branch1][C][Cl][C][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring2][Ring1][P][=O][C][Ring2][Ring2][Branch2][Ring2][Branch1][Branch2],-11.821,-13.179,0.8969572805220426
GA2066,O=CON1C=CC=CN1C1C=NNCCC(C=CNCn2cnnn2)C1=O,[C][=N][N][=N][=N][Ring1][Branch1][C][N][C][=C][C][Branch1][S][C][C][N][N][=C][C][=Branch1][N][N][C][=C][C][=C][N][Ring1][=Branch1][O][C][=Branch1][C][=O][C][Ring1][O][=O][C][O][C][Ring1][P][Branch1][C][Cl][C][=Branch1][C][=O][N][O][C][C@@][N][C][=Branch1][C][=O][N][C@@H1][Ring1][Branch2][Ring2][Ring2][Ring1],-11.119,-12.397,0.8969105428732758
GA2961,CC=NCNC1C(CCC=CN=c2ccnc3[nH]c(=O)cc-3[nH]2)N=C2C(=O)ON21,[C][C][=N][C][N][C][N][Branch2][Ring1][O][C][=N][C][Ring1][Branch1][C][C][C][=C][N][=C][N][C][=C][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=N][C][=C][Ring1][O][O][C][Ring2][Ring1][Branch1][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][C][C][Branch1][Ring1][C][Cl][=C][C][C][Ring1][Branch2][=C][C][C][=Branch1][Branch1][=N][N][Ring1][Branch1][C][C][C][Ring2][Ring2][#Branch1][=O][N][Ring2][Ring1][P][C],-11.843,-13.206,0.8967893381796154
GA2365,COC1=C(CCl)C=CN(C(N)=CCC=CCC2C=C(N)CON=C2C)C(=O)C=C1O,[C][C][=N][O][C][C][Branch1][C][N][=C][C][Ring1][Branch2][C][C][=C][C][C][=C][Branch1][C][N][N][C][=C][C][=Branch1][P][=C][Branch1][Ring1][O][C][C][Branch1][C][O][=C][C][Ring1][O][=O][C][Branch1][C][Cl][=C][Ring1][S][Cl][C][=Branch1][C][=O][N][Branch1][=C][C][C][=N][N][N][=C][C][=N][N][Ring1][Branch1][Ring1][Branch2][C][N][C][=Branch1][C][=O][N][=C][Ring2][Ring1][Branch1][Ring2][Ring2][N],-12.348,-13.77,0.8967320261437909
GA2436,CCON1OC=NN1C=CC(CC1NN=C2C=C(Cl)N(C(F)F)N=C21)OC(=O)Cl,[C][C][O][=N][O][C][=N][N][Ring1][Branch1][C][=C][C][Branch2][Ring1][Branch2][C][C][N][N][=C][C][=C][Branch1][C][Cl][N][Branch1][=Branch1][C][Branch1][C][F][F][N][=C][Ring1][#Branch2][Ring1][=N][O][C][Branch1][C][Cl][=O][C][Branch1][Ring1][C][Cl][C][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][#Branch1][N][C][=Branch1][C][=O][N][C][=C][N][=C][NH1][Ring1][Branch1][C][Ring1][P][=O][C][Ring2][Ring2][#Branch1][=C][Ring2][Ring2][N],-12.113,-13.509,0.8966614849359685
GA3291,CC(C)(CSC1C=C(CN=CC(=O)c2ccccc2)C(=O)OC1)C(N)=O,[C][C][Branch1][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][S][C][Branch2][Ring1][C][C][=C][C][N][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][Ring1][#C][=O][=C][Branch1][Ring1][O][C][N][Branch1][Ring1][O][C][=C][Ring2][Ring1][Branch1][C][=C][C][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][C][C][=C][Branch1][C][I][C][C][Ring1][=Branch1][C][Ring1][#Branch1][C][N][C][Ring2][Ring2][N][=O],-11.821,-13.188,0.8963451622687291
