canonical_smiles,selfies,logBB
CC(=O)OCCC(C)C,[C][C][=Branch1][C][=O][O][C][C][C][Branch1][C][C][C],0.55
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@H1][C@@H1][Branch1][C][O][C][C][C@H1][C@@H1][Branch1][Ring2][C][Ring1][N][N][Branch1][C][C][C][C][C@@][Ring1][S][Ring1][Branch2][Ring1][=N],0.55
CC(C)Br,[C][C][Branch1][C][C][Br],0.56
N#Cc1ccc2c(c1)CCN(CCC1CCC(NC(=O)c3ccnc4ccccc34)CC1)C2,[N][#C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][N][Branch2][Ring2][C][C][C][C][C][C][C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1][C][Ring2][Ring1][N],0.56
c1ccc2c(c1)CCNC2,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][N][C][Ring1][#Branch1],0.56
C#CCN(C)[C@H](C)Cc1ccccc1,[C][#C][C][N][Branch1][C][C][C@H1][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0.57
COc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,[C][O][C][=C][C][=C][NH1][N][=C][Branch2][Ring1][N][N][C][C][C][N][Branch1][P][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C][C][Ring1][S][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2],0.57
Cc1ccn(CCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)c(=O)c1,[C][C][C][=C][N][Branch2][Ring2][=N][C][C][C][C][N][C][C][N][Branch2][Ring1][=N][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=N][Ring1][=C][C][C][Ring2][Ring1][Ring2][C][=Branch1][C][=O][C][=Ring2][Ring1][#C],0.57
Cc1nnc2n1C1CCC(Cl)CC1C(c1ccccc1Cl)=NC2,[C][C][=N][N][=C][N][Ring1][Branch1][C][C][C][C][Branch1][C][Cl][C][C][Ring1][#Branch1][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=N][C][Ring2][Ring1][Ring1],0.57
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,[O][C][Branch2][Ring1][=Branch2][C][N][C][C][Branch1][C][O][C][C][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][O][Ring1][O][C][C][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][O][Ring1][O],0.57
Brc1cc(Br)c(NC2=NCCN2)c(Br)c1,[Br][C][=C][C][Branch1][C][Br][=C][Branch1][=Branch2][N][C][=N][C][C][N][Ring1][Branch1][C][Branch1][C][Br][=C][Ring1][=C],0.58
CC(CF)NC[C@H](O)COc1cccc2[nH]c3ccccc3c12,[C][C][Branch1][Ring1][C][F][N][C][C@H1][Branch1][C][O][C][O][C][=C][C][=C][C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=Ring1][=Branch2],0.58
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,[O][=C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][Ring2][Ring1][C][O],0.6
CNCCCN1c2ccccc2Sc2ccccc21,[C][N][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C],0.6
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,[C][O][C][=Branch1][C][=O][C][C][Branch1][=C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring1][S][N][Ring1][Branch1][C],0.6
CC1NC(=NCC(F)F)Nc2cccc(Cl)c21,[C][C][N][C][=Branch1][Branch2][=N][C][C][Branch1][C][F][F][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Ring1][S],0.6
CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,[C][C][C][C][C][N][Branch1][#Branch2][C][C][Branch1][C][O][C][C][Ring1][Ring2][C][Branch1][S][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Ring2][Ring1][C][C][Ring2][Ring1][Ring1][Branch1][C][C][C],0.6
CCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,[C][C][C][C][C][C][C][N][Branch2][Ring1][Branch1][C][C][C][N][C][=Branch1][C][=O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O][C][C][Ring2][Ring1][Ring2],0.6
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,[C][O][C][=Branch1][C][=O][C@@H1][C][C][C][C][Branch2][Ring1][C][C][C@@H1][Ring1][#Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][S][C],0.6
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,[Cl][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring2][Ring1][C],0.6
S=C=S,[S][=C][=S],0.6
c1cnc(N2CCNCC2)nc1,[C][=C][N][=C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][N][=C][Ring1][N],0.6
CC(C)(C)C1CCCCC1,[C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1],0.61
CC1=NC(O)C(=O)Nc2ccc(Cl)cc21,[C][C][=N][C][Branch1][C][O][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][=C],0.61
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,[C][O][C][=C][C][=C][Branch1][O][C][C][N][C][=Branch1][C][=O][C][Ring1][=Branch1][C][=C][Ring1][N][O][C][C][C][C][C][Ring1][Branch1],0.61
COc1cc2sc(C3CC3)nc2cc1CNC1CCCNC1c1ccccc1,[C][O][C][=C][C][S][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][=N][C][=Ring1][Branch2][C][=C][Ring1][N][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.62
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][Branch1][C][Branch1][#Branch1][C][N][Branch1][C][C][C][C][Branch1][C][O][C][C][C][C][C][Ring1][#Branch1][C][=C][Ring2][Ring1][C],0.62
COc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,[C][O][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.63
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,[O][C][Branch2][Ring2][Ring2][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Ring2][Ring1][C][Ring1][#Branch2][C][C][C][C][C][N][Ring1][=Branch1],0.63
CCC(C)Nc1ccc(I)c(NC(C)CC)c1,[C][C][C][Branch1][C][C][N][C][=C][C][=C][Branch1][C][I][C][Branch1][Branch2][N][C][Branch1][C][C][C][C][=C][Ring1][N],0.64
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,[C][N][Branch1][C][C][C][C][O][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1],0.64
CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,[C][N][Branch1][C][C][C][C][O][C@@][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1],0.64
Clc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1,[Cl][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][C][N][Branch1][#C][C][C][C][=N][N][C][=C][C][=C][C][=Ring1][=Branch2][Ring1][=Branch1][C][C][Ring1][S][C][=C][Ring2][Ring1][=Branch1],0.64
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,[C][C][C][=N][C][Branch1][C][N][=N][C][Branch1][C][N][=C][Ring1][Branch2][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],0.65
CCCCCCCCCC,[C][C][C][C][C][C][C][C][C][C],0.67
CCCCCCCC,[C][C][C][C][C][C][C][C],0.69
c1ccc(NCCCOc2cccc(CN3CCCCC3)c2)nc1,[C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][C][C][O][C][=C][C][=C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=N][N][=C][Ring2][Ring1][Branch2],0.69
c1ccc2c(c1)CCCN2,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][N][Ring1][#Branch1],0.7
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCO,[C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][C][N][C][C][C][C][C][Branch1][=Branch1][C][C][C][Ring1][Ring2][C][C][Ring1][=Branch2][N][=C][Branch1][Ring1][C][#N][N][=C][Ring2][Ring1][Ring1][O][C][C][O],0.7
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,[O][C][C][N][C][C][N][Branch2][Ring1][O][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][#C][C][C][Ring2][Ring1][Branch2],0.7
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,[O][C][C][O][C][C][N][C][C][N][Branch2][Ring1][=Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][C][C][Ring2][Ring1][Branch1],0.7
C=CCCCCCC,[C][=C][C][C][C][C][C][C],0.74
COc1cccc(CC2CCN(C3CCC(OC)(c4ccc5c(c4)OCO5)CC3)CC2)c1,[C][O][C][=C][C][=C][C][Branch2][Ring2][O][C][C][C][C][N][Branch2][Ring1][=C][C][C][C][C][Branch1][Ring1][O][C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C][C][Ring1][P][C][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][=C],0.74
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,[C][C][=N][C][=C][N][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=N][C][Ring2][Ring1][Ring1],0.74
CSc1ccc2c(c1)N(CCC1CCCNC1)c1ccccc1S2,[C][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][O][C][C][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][Ring1],0.75
Fc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,[F][C][=C][C][=C][Branch2][Ring1][=Branch2][C][N][C][Branch1][=Branch2][C@H1][C][N][C][C][O][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][C][=C][Ring2][Ring1][=Branch1],0.77
Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,[C][C][=C][C][C][Branch1][Ring2][S][Ring1][Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Ring1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1],0.78
CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1,[C][N][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][C][C][N][Branch2][Ring1][Ring1][C][C][Branch1][C][O][C][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][C],0.78
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,[C][O][C][=C][C][Branch2][Ring1][N][N][C][=N][C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][C][=Ring1][N][C][Ring1][S][=O][=C][C][=C][Ring2][Ring1][#Branch1][O][C][C][N][C][C][C][C][Ring1][Branch1],0.78
COCCCC/C(=N/OCCN)c1ccc(C(F)(F)F)cc1,[C][O][C][C][C][C][/C][=Branch1][=Branch1][=N][/O][C][C][N][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2],0.79
COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,[C][O][C][C][C][C][/C][=Branch1][=Branch1][=N][\O][C][C][N][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2],0.79
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,[C][O][C][C][C][C][C][=Branch1][=Branch1][=N][O][C][C][N][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2],0.79
CSc1ccc2c(c1)N(CCC1CCCCN1)c1ccccc1S2,[C][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][O][C][C][C][C][C][C][C][N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][Ring1],0.8
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,[C][N][C][C][N][Branch2][Ring1][=Branch2][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][S][C][C][Ring2][Ring1][=Branch1],0.8
CCc1ccc(-c2ccc(C(=O)N(C)C3CCN(C(=O)N4CCC(N5CCCCC5)C4)C3)cc2)cc1,[C][C][C][=C][C][=C][Branch2][Branch1][Branch1][C][=C][C][=C][Branch2][Ring2][=Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][N][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][Ring1][O][C][Ring2][Ring1][C][C][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][C],0.81
Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,[C][C][=N][C][Branch1][C][N][=N][C][Branch1][C][N][=C][Ring1][Branch2][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],0.81
N[C@H]1C[C@@H]1c1ccc(F)cc1,[N][C@H1][C][C@@H1][Ring1][Ring1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],0.81
Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][C][N][Branch1][C][C][C][C][Ring1][P][Ring1][Branch2],0.82
Cc1cccc2c1Oc1ccccc1[C@@]1(O)CCN(C)C[C@@H]21,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@][Branch1][C][O][C][C][N][Branch1][C][C][C][C@@H1][Ring1][P][Ring1][Branch2],0.82
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,[C][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][#C][C][C][C][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][Branch1],0.83
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,[C][C][C][C][N][Branch2][Ring1][Ring1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][C],0.83
Clc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,[Cl][C][=C][C][=C][NH1][N][=C][Branch2][Ring1][N][N][C][C][C][N][Branch1][P][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C][C][Ring1][S][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][#Branch2],0.83
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,[C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][Branch1][C][C][C][C][Ring1][=N],0.85
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,[O][C][Branch1][O][C][C][N][C][C][C][C][C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][=C][C][Ring1][=Branch1][C][Ring1][Branch1],0.85
COc1cc2sc(C(C)(C)C)nc2cc1CNC1CCCNC1c1ccccc1,[C][O][C][=C][C][S][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=N][C][=Ring1][=Branch2][C][=C][Ring1][=N][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.85
C=CCCCCCCC,[C][=C][C][C][C][C][C][C][C],0.86
CCCCC(C)C,[C][C][C][C][C][Branch1][C][C][C],0.86
COc1ccccc1CNC1CCCNC1c1ccccc1,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.87
CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,[C][C][N][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][#Branch2][C][Branch1][C][C][N][Branch1][C][C][C][=C][Ring1][O],0.88
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,[C][C][N][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][#Branch2][C@H1][Branch1][C][C][N][Branch1][C][C][C][=C][Ring1][O],0.88
FC(F)Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,[F][C][Branch1][C][F][O][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.88
Fc1ccc(Cn2c([C@H]3CNCCS3)nc3ccccc32)cc1,[F][C][=C][C][=C][Branch2][Ring1][=Branch2][C][N][C][Branch1][=Branch2][C@H1][C][N][C][C][S][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][C][=C][Ring2][Ring1][=Branch1],0.89
CCCC(C)CC,[C][C][C][C][Branch1][C][C][C][C],0.9
CC1CCCC1,[C][C][C][C][C][C][Ring1][Branch1],0.9
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][N][C][=C][Ring1][Branch2][O][C],0.9
CC(C)(C)c1cc(CN2CCN(CC(O)c3ccc(Cl)cc3)CC2)cc(C(C)(C)C)c1O,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch2][Ring1][N][C][N][C][C][N][Branch1][P][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Ring1][S][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring1][O][O],0.91
CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,[C][C][/C][=Branch2][Ring1][=C][=C][Branch1][=Branch2][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch2][O][C][C][N][Branch1][C][C][C][C][=C][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],0.92
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,[C][C][C][=Branch2][Ring1][=C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch2][O][C][C][N][Branch1][C][C][C][C][=C][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],0.92
COc1ccc(C(C)C)cc1CNC1CCCNC1c1ccccc1,[C][O][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.92
CC(N)Cc1ccccc1,[C][C][Branch1][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0.93
CN[C@@H](C)Cc1ccccc1,[C][N][C@@H1][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0.96
C=CCCCCCCCC,[C][=C][C][C][C][C][C][C][C][C],0.96
CC(C)(C)c1ccc(OC(F)(F)F)c(CNC2CCCNC2c2ccccc2)c1,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][Branch2][Ring1][Ring1][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][=Branch2],0.96
CC1CCCCC1,[C][C][C][C][C][C][C][Ring1][=Branch1],0.96
NCCCN1c2ccccc2Sc2ccc(Cl)cc21,[N][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][#C],0.97
COc1ccc(C(C)(C)C)cc1CNC1CCCNC1c1ccccc1,[C][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][C][N][C][C][C][C][N][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0.98
Ic1ccc(CN2CCCCC2)cc1CN1CCCCC1,[I][C][=C][C][=C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][=N][C][N][C][C][C][C][C][Ring1][=Branch1],0.98
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,[C][C][Branch1][#Branch1][C][N][Branch1][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C],0.99
CN1CCN2c3ccccc3Cc3ccccc3C2C1,[C][N][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][C][Ring2][Ring1][Ring1],0.99
CCCC(C)C,[C][C][C][C][Branch1][C][C][C],1.0
CC(C)(C)OC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][C][C][=C][C][=C][Branch1][#Branch2][N][Branch1][Ring2][C][C][Cl][C][C][Cl][C][=C][Ring1][=N],1.0
CCC(C)(C)C,[C][C][C][Branch1][C][C][Branch1][C][C][C],1.0
CCC(C)CC,[C][C][C][Branch1][C][C][C][C],1.0
CN(C)CC/C=C1\c2ccccc2COc2ccccc21,[C][N][Branch1][C][C][C][C][/C][=C][\C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C],1.0
CN(C)CCC=C1c2ccccc2COc2ccccc21,[C][N][Branch1][C][C][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C],1.0
CN1CCC2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,[C][N][C][C][C][Branch1][C][C][C][=C][C][Branch1][#C][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][S][N][Branch1][C][C][C][Ring2][Ring1][Branch2][Ring2][Ring1][Branch1],1.0
N#Cc1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1,[N][#C][C][=C][C][=C][Branch2][Ring1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][N][Branch1][#C][C][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][C][C][Ring1][S][C][=C][Ring2][Ring1][=Branch2],1.0
CCCCCCN1CCN(c2ccc(I)cc2)CC1,[C][C][C][C][C][C][N][C][C][N][Branch1][N][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][C][C][Ring1][=N],1.01
CC1CCC(C)C(C)C1,[C][C][C][C][C][Branch1][C][C][C][Branch1][C][C][C][Ring1][Branch2],1.02
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,[C][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][S][C][Ring2][Ring1][Ring1],1.03
CN1CCC2(O)c3ccccc3Oc3ccc(Cl)cc3C2C1,[C][N][C][C][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][P][C][Ring2][Ring1][Branch1],1.03
CNCCC=C1c2ccccc2CCc2ccccc21,[C][N][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C],1.04
COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,[C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C@][Branch1][C][F][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][#Branch2][Ring1][#C],1.04
CCCCCCCC(C)C,[C][C][C][C][C][C][C][C][Branch1][C][C][C],1.05
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,[C][N][Branch1][C][C][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C],1.06
